name,smiles,p_crbn_binder,predicted_active
cand_489,NS(=O)(=O)c1cc2c(cc1O)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.945,1
cand_490,O=C1CCC(N2C(=O)c3ccc(O)c(C(=O)O)c3C2=O)C(=O)N1,0.975,1
cand_491,O=C1CCC(N2C(=O)c3c(F)ccc(F)c3C2=O)C(=O)N1,0.885,1
cand_492,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(I)c3C2=O)C(=O)N1,0.94,1
cand_493,O=C1CCC(N2C(=O)c3cc(O)cc(Cl)c3C2=O)C(=O)N1,0.945,1
cand_494,Cc1cc(O)cc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.955,1
cand_495,CN(C)c1ccc2c(c1I)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.965,1
cand_496,CNc1ccc(F)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.89,1
cand_497,O=C1CCC(N2C(=O)c3ccc(C(F)(F)F)c(F)c3C2=O)C(=O)N1,0.93,1
cand_498,Cc1cc(C)c2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O,0.93,1
cand_499,CNc1ccc(N(C)C)c2c1C(=O)N(C1CCC(=O)NC1=O)C2=O,0.895,1
